,day,month,year,tmax,tmin,city,date
7107,16,5,2020,30.0,11.0,VILLADEMARIADELRIOSECO,2020-05-16
7109,15,5,2020,23.2,11.8,BAHIABLANCAAERO,2020-05-15
7110,15,5,2020,17.0,10.0,BARILOCHEAERO,2020-05-15
7111,15,5,2020,-1.2,-10.3,BASECARLINI(EXJUBANY),2020-05-15
7114,15,5,2020,-4.5,-10.1,BASEORCADAS,2020-05-15
7115,15,5,2020,-5.2,-10.5,BASESANMARTIN,2020-05-15
7116,15,5,2020,22.5,10.1,BUENOSAIRESOBSERVATORIO,2020-05-15
7122,15,5,2020,27.2,11.0,MALARGUEAERO,2020-05-15
7123,15,5,2020,24.6,10.8,ORANAERO,2020-05-15
7124,15,5,2020,23.4,10.0,PARANAAERO,2020-05-15
7127,15,5,2020,25.7,10.1,SANLUISAERO,2020-05-15
7132,14,5,2020,13.7,-2.3,AZULAERO,2020-05-14
7133,14,5,2020,-5.7,-11.8,BASECARLINI(EXJUBANY),2020-05-14
7136,14,5,2020,-8.0,-17.1,BASEORCADAS,2020-05-14
7137,14,5,2020,-9.0,-13.4,BASESANMARTIN,2020-05-14
7138,14,5,2020,13.0,-0.7,BENITOJUAREZAERO,2020-05-14
7139,14,5,2020,17.0,10.0,BERNARDODEIRIGOYENAERO,2020-05-14
7141,14,5,2020,26.4,12.2,CATAMARCAAERO,2020-05-14
7143,14,5,2020,14.0,-3.1,CORONELSUAREZAERO,2020-05-14
7144,14,5,2020,16.2,-0.7,EZEIZAAERO,2020-05-14
7145,14,5,2020,21.4,13.0,IGUAZUAERO,2020-05-14
7150,14,5,2020,25.1,11.8,LASLOMITAS,2020-05-14
7151,14,5,2020,19.6,-1.6,MALARGUEAERO,2020-05-14
7154,14,5,2020,13.9,-2.1,OLAVARRIAAERO,2020-05-14
7155,14,5,2020,21.5,15.7,ORANAERO,2020-05-14
7156,14,5,2020,13.0,-1.1,PIGUEAERO,2020-05-14
7157,14,5,2020,20.2,11.6,POSADASAERO,2020-05-14
7159,14,5,2020,17.9,10.0,SALTAAERO,2020-05-14
7162,14,5,2020,13.1,-3.3,TANDILAERO,2020-05-14
7163,14,5,2020,23.0,13.9,TARTAGALAERO,2020-05-14
7164,14,5,2020,21.8,12.4,TUCUMANAERO,2020-05-14
7166,14,5,2020,22.4,-2.5,VILLAREYNOLDSAERO,2020-05-14
7167,13,5,2020,20.5,10.8,AEROPARQUEAERO,2020-05-13
7168,13,5,2020,11.0,-1.7,BARILOCHEAERO,2020-05-13
7169,13,5,2020,-4.7,-10.3,BASECARLINI(EXJUBANY),2020-05-13
7172,13,5,2020,-1.0,-16.8,BASEORCADAS,2020-05-13
7173,13,5,2020,-7.4,-12.5,BASESANMARTIN,2020-05-13
7174,13,5,2020,17.2,14.8,BERNARDODEIRIGOYENAERO,2020-05-13
7177,13,5,2020,24.6,17.0,FORMOSAAERO,2020-05-13
7178,13,5,2020,21.8,18.5,IGUAZUAERO,2020-05-13
7180,13,5,2020,21.1,10.3,JUJUYAERO,2020-05-13
7183,13,5,2020,25.5,17.8,LASLOMITAS,2020-05-13
7184,13,5,2020,13.8,-2.8,MALARGUEAERO,2020-05-13
7185,13,5,2020,11.2,-5.5,MAQUINCHAO,2020-05-13
7190,13,5,2020,23.0,15.1,ORANAERO,2020-05-13
7192,13,5,2020,22.5,14.0,PASODELOSLIBRESAERO,2020-05-13
7193,13,5,2020,22.0,17.2,POSADASAERO,2020-05-13
7194,13,5,2020,24.7,14.3,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-13
7196,13,5,2020,23.7,13.1,RECONQUISTAAERO,2020-05-13
7197,13,5,2020,25.3,15.4,RESISTENCIAAERO,2020-05-13
7199,13,5,2020,16.3,11.6,SALTAAERO,2020-05-13
7201,13,5,2020,17.6,10.2,SANLUISAERO,2020-05-13
7203,13,5,2020,23.0,15.2,TARTAGALAERO,2020-05-13
7205,12,5,2020,16.5,-1.0,AZULAERO,2020-05-12
7206,12,5,2020,-0.6,-5.7,BASEORCADAS,2020-05-12
7207,12,5,2020,-3.7,-9.4,BASESANMARTIN,2020-05-12
7208,12,5,2020,17.3,-1.0,BENITOJUAREZAERO,2020-05-12
7209,12,5,2020,21.9,15.4,BERNARDODEIRIGOYENAERO,2020-05-12
7210,12,5,2020,23.0,15.5,CERESAERO,2020-05-12
7213,12,5,2020,17.9,-0.9,CORONELSUAREZAERO,2020-05-12
7215,12,5,2020,10.4,-5.0,ELCALAFATEAERO,2020-05-12
7217,12,5,2020,25.3,21.0,FORMOSAAERO,2020-05-12
7218,12,5,2020,22.2,18.4,IGUAZUAERO,2020-05-12
7220,12,5,2020,23.1,12.3,JUJUYAERO,2020-05-12
7222,12,5,2020,28.5,19.3,LASLOMITAS,2020-05-12
7223,12,5,2020,12.9,-3.5,MAQUINCHAO,2020-05-12
7227,12,5,2020,23.9,18.0,ORANAERO,2020-05-12
7228,12,5,2020,22.6,12.5,PARANAAERO,2020-05-12
7229,12,5,2020,22.4,16.8,PASODELOSLIBRESAERO,2020-05-12
7230,12,5,2020,25.2,20.5,POSADASAERO,2020-05-12
7231,12,5,2020,24.0,16.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-12
7232,12,5,2020,22.8,16.0,RECONQUISTAAERO,2020-05-12
7233,12,5,2020,27.3,17.7,RESISTENCIAAERO,2020-05-12
7235,12,5,2020,22.5,10.3,SANLUISAERO,2020-05-12
7239,12,5,2020,17.2,-0.7,TANDILAERO,2020-05-12
7240,12,5,2020,23.4,14.6,TARTAGALAERO,2020-05-12
7242,12,5,2020,21.5,10.1,VILLADOLORESAERO,2020-05-12
7243,11,5,2020,22.3,13.6,AEROPARQUEAERO,2020-05-11
7244,11,5,2020,-4.5,-10.6,BASEORCADAS,2020-05-11
7245,11,5,2020,26.5,17.5,BERNARDODEIRIGOYENAERO,2020-05-11
7246,11,5,2020,21.2,12.7,BUENOSAIRESOBSERVATORIO,2020-05-11
7247,11,5,2020,24.5,14.5,CERESAERO,2020-05-11
7248,11,5,2020,24.2,11.9,CHAMICALAERO,2020-05-11
7249,11,5,2020,22.0,11.0,CHEPES,2020-05-11
7252,11,5,2020,23.2,12.7,CORDOBAOBSERVATORIO,2020-05-11
7254,11,5,2020,11.4,-0.6,ELCALAFATEAERO,2020-05-11
7255,11,5,2020,31.5,19.9,FORMOSAAERO,2020-05-11
7256,11,5,2020,22.5,13.3,GUALEGUAYCHUAERO,2020-05-11
7257,11,5,2020,29.7,15.0,IGUAZUAERO,2020-05-11
7259,11,5,2020,24.6,11.8,JUJUYAERO,2020-05-11
7260,11,5,2020,25.0,10.8,LARIOJAAERO,2020-05-11
7261,11,5,2020,30.8,24.4,LASLOMITAS,2020-05-11
7262,11,5,2020,18.0,13.5,MENDOZAAERO,2020-05-11
7269,11,5,2020,29.7,14.5,ORANAERO,2020-05-11
7270,11,5,2020,24.0,15.0,PARANAAERO,2020-05-11
7271,11,5,2020,27.8,19.2,PASODELOSLIBRESAERO,2020-05-11
7273,11,5,2020,28.8,19.8,POSADASAERO,2020-05-11
7274,11,5,2020,29.3,19.8,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-11
7276,11,5,2020,29.0,19.6,RECONQUISTAAERO,2020-05-11
7277,11,5,2020,31.0,20.4,RESISTENCIAAERO,2020-05-11
7279,11,5,2020,21.9,12.3,ROSARIOAERO,2020-05-11
7281,11,5,2020,20.0,13.3,SANLUISAERO,2020-05-11
7287,11,5,2020,28.0,15.0,TARTAGALAERO,2020-05-11
7288,11,5,2020,21.6,11.9,TUCUMANAERO,2020-05-11
7290,10,5,2020,23.6,14.4,AEROPARQUEAERO,2020-05-10
7292,10,5,2020,-3.5,-9.6,BASEORCADAS,2020-05-10
7293,10,5,2020,24.4,15.2,BERNARDODEIRIGOYENAERO,2020-05-10
7294,10,5,2020,25.3,14.0,BUENOSAIRESOBSERVATORIO,2020-05-10
7295,10,5,2020,26.3,11.3,CAMPODEMAYOAERO,2020-05-10
7296,10,5,2020,28.0,12.0,CHEPES,2020-05-10
7299,10,5,2020,27.2,10.2,CORDOBAOBSERVATORIO,2020-05-10
7301,10,5,2020,11.1,-3.0,ELCALAFATEAERO,2020-05-10
7302,10,5,2020,26.5,12.9,ELPALOMARAERO,2020-05-10
7303,10,5,2020,26.0,14.1,EZEIZAAERO,2020-05-10
7304,10,5,2020,32.6,14.8,FORMOSAAERO,2020-05-10
7305,10,5,2020,28.3,10.5,GUALEGUAYCHUAERO,2020-05-10
7306,10,5,2020,29.4,11.4,IGUAZUAERO,2020-05-10
7307,10,5,2020,23.0,14.2,LAPLATAAERO,2020-05-10
7310,10,5,2020,32.9,16.5,LASLOMITAS,2020-05-10
7311,10,5,2020,26.3,11.4,MALARGUEAERO,2020-05-10
7316,10,5,2020,21.3,12.2,NEUQUENAERO,2020-05-10
7317,10,5,2020,27.8,12.3,ORANAERO,2020-05-10
7318,10,5,2020,28.0,14.6,PARANAAERO,2020-05-10
7319,10,5,2020,29.5,12.5,PASODELOSLIBRESAERO,2020-05-10
7321,10,5,2020,30.2,10.8,POSADASAERO,2020-05-10
7322,10,5,2020,31.9,11.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-10
7323,10,5,2020,23.0,10.0,PUNTAINDIOB.A.,2020-05-10
7325,10,5,2020,30.8,14.6,RECONQUISTAAERO,2020-05-10
7326,10,5,2020,31.4,11.9,RESISTENCIAAERO,2020-05-10
7328,10,5,2020,26.3,10.3,ROSARIOAERO,2020-05-10
7330,10,5,2020,24.3,10.0,SANJUANAERO,2020-05-10
7331,10,5,2020,26.5,12.0,SANLUISAERO,2020-05-10
7334,10,5,2020,28.5,11.1,TARTAGALAERO,2020-05-10
7336,10,5,2020,26.0,11.5,TUCUMANAERO,2020-05-10
7337,10,5,2020,19.1,10.9,VIEDMAAERO,2020-05-10
7338,9,5,2020,20.5,10.8,AEROPARQUEAERO,2020-05-09
7339,9,5,2020,22.0,11.0,BAHIABLANCAAERO,2020-05-09
7342,9,5,2020,-2.5,-14.3,BASEORCADAS,2020-05-09
7343,9,5,2020,-2.0,-4.4,BASESANMARTIN,2020-05-09
7344,9,5,2020,21.7,11.0,BERNARDODEIRIGOYENAERO,2020-05-09
7345,9,5,2020,22.5,10.8,BUENOSAIRESOBSERVATORIO,2020-05-09
7347,9,5,2020,16.6,11.5,COMODORORIVADAVIAAERO,2020-05-09
7349,9,5,2020,11.9,-2.0,ELCALAFATEAERO,2020-05-09
7350,9,5,2020,22.0,10.0,EZEIZAAERO,2020-05-09
7351,9,5,2020,19.6,12.2,LAPLATAAERO,2020-05-09
7353,9,5,2020,28.2,13.6,MALARGUEAERO,2020-05-09
7354,9,5,2020,25.1,11.8,NEUQUENAERO,2020-05-09
7355,9,5,2020,24.2,10.1,ORANAERO,2020-05-09
7356,9,5,2020,23.6,11.2,PARANAAERO,2020-05-09
7358,9,5,2020,26.0,11.1,POSADASAERO,2020-05-09
7360,9,5,2020,19.5,10.0,PUNTAINDIOB.A.,2020-05-09
7363,9,5,2020,22.4,11.8,SANANTONIOOESTEAERO,2020-05-09
7364,9,5,2020,26.7,10.3,SANLUISAERO,2020-05-09
7366,9,5,2020,22.8,12.6,TRELEWAERO,2020-05-09
7368,9,5,2020,21.4,12.7,VIEDMAAERO,2020-05-09
7369,8,5,2020,20.4,10.0,BAHIABLANCAAERO,2020-05-08
7370,8,5,2020,17.0,-0.2,BARILOCHEAERO,2020-05-08
7371,8,5,2020,-0.2,-4.8,BASECARLINI(EXJUBANY),2020-05-08
7374,8,5,2020,-13.0,-19.6,BASEORCADAS,2020-05-08
7375,8,5,2020,21.3,12.6,COMODORORIVADAVIAAERO,2020-05-08
7376,8,5,2020,15.4,-0.8,ELCALAFATEAERO,2020-05-08
7381,8,5,2020,17.5,-0.1,TANDILAERO,2020-05-08
7382,8,5,2020,23.5,10.3,TRELEWAERO,2020-05-08
7384,7,5,2020,19.0,10.6,AEROPARQUEAERO,2020-05-07
7385,7,5,2020,10.5,-0.8,BARILOCHEAERO,2020-05-07
7388,7,5,2020,-5.5,-18.7,BASEORCADAS,2020-05-07
7389,7,5,2020,24.2,10.5,CATAMARCAAERO,2020-05-07
7391,7,5,2020,22.5,14.3,COMODORORIVADAVIAAERO,2020-05-07
7393,7,5,2020,20.6,-3.3,MALARGUEAERO,2020-05-07
7394,7,5,2020,20.1,13.8,ORANAERO,2020-05-07
7398,7,5,2020,21.0,-0.3,VILLADEMARIADELRIOSECO,2020-05-07
7399,7,5,2020,23.5,-2.4,VILLAREYNOLDSAERO,2020-05-07
7400,6,5,2020,12.5,-3.1,BARILOCHEAERO,2020-05-06
7403,6,5,2020,-8.5,-12.6,BASEORCADAS,2020-05-06
7404,6,5,2020,21.0,10.1,CATAMARCAAERO,2020-05-06
7408,6,5,2020,20.1,10.5,FORMOSAAERO,2020-05-06
7409,6,5,2020,18.7,11.3,IGUAZUAERO,2020-05-06
7410,6,5,2020,20.6,10.0,LARIOJAAERO,2020-05-06
7411,6,5,2020,22.0,12.4,LASLOMITAS,2020-05-06
7412,6,5,2020,14.3,-2.8,MALARGUEAERO,2020-05-06
7413,6,5,2020,13.1,-6.0,MAQUINCHAO,2020-05-06
7414,6,5,2020,18.4,-2.6,NEUQUENAERO,2020-05-06
7415,6,5,2020,22.7,14.7,ORANAERO,2020-05-06
7422,6,5,2020,21.0,12.4,TARTAGALAERO,2020-05-06
7423,6,5,2020,19.5,11.0,TINOGASTA,2020-05-06
7424,6,5,2020,18.6,12.4,TUCUMANAERO,2020-05-06
7427,6,5,2020,18.3,-4.6,VILLADOLORESAERO,2020-05-06
7428,6,5,2020,18.5,-3.4,VILLAREYNOLDSAERO,2020-05-06
7429,5,5,2020,16.9,12.3,AEROPARQUEAERO,2020-05-05
7430,5,5,2020,10.4,-1.4,BARILOCHEAERO,2020-05-05
7433,5,5,2020,-10.6,-16.1,BASEORCADAS,2020-05-05
7434,5,5,2020,-1.0,-8.4,BASESANMARTIN,2020-05-05
7435,5,5,2020,19.9,13.4,BERNARDODEIRIGOYENAERO,2020-05-05
7436,5,5,2020,16.9,12.5,BUENOSAIRESOBSERVATORIO,2020-05-05
7437,5,5,2020,16.2,12.2,CAMPODEMAYOAERO,2020-05-05
7438,5,5,2020,20.9,12.7,CERESAERO,2020-05-05
7439,5,5,2020,20.8,13.5,CHAMICALAERO,2020-05-05
7440,5,5,2020,16.5,12.0,CHEPES,2020-05-05
7443,5,5,2020,18.3,11.0,CORDOBAAERO,2020-05-05
7444,5,5,2020,20.0,12.7,CORDOBAOBSERVATORIO,2020-05-05
7446,5,5,2020,11.3,-6.4,ELCALAFATEAERO,2020-05-05
7447,5,5,2020,16.9,11.6,ELPALOMARAERO,2020-05-05
7448,5,5,2020,31.8,20.1,FORMOSAAERO,2020-05-05
7449,5,5,2020,17.2,10.2,GUALEGUAYCHUAERO,2020-05-05
7450,5,5,2020,23.7,17.5,IGUAZUAERO,2020-05-05
7452,5,5,2020,25.1,12.8,JUJUYAERO,2020-05-05
7454,5,5,2020,16.0,10.2,JUNINAERO,2020-05-05
7455,5,5,2020,20.6,15.0,LARIOJAAERO,2020-05-05
7456,5,5,2020,16.0,10.1,LABOULAYEAERO,2020-05-05
7457,5,5,2020,35.5,20.0,LASLOMITAS,2020-05-05
7458,5,5,2020,10.4,-0.2,MAQUINCHAO,2020-05-05
7459,5,5,2020,15.0,10.5,MARDELPLATAAERO,2020-05-05
7460,5,5,2020,16.9,12.0,MARCOSJUAREZAERO,2020-05-05
7461,5,5,2020,17.7,10.0,MENDOZAAERO,2020-05-05
7466,5,5,2020,27.7,18.4,ORANAERO,2020-05-05
7467,5,5,2020,17.7,11.7,PARANAAERO,2020-05-05
7468,5,5,2020,22.6,14.7,PASODELOSLIBRESAERO,2020-05-05
7471,5,5,2020,23.2,18.3,POSADASAERO,2020-05-05
7472,5,5,2020,25.1,17.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-05
7473,5,5,2020,15.9,11.5,PUNTAINDIOB.A.,2020-05-05
7475,5,5,2020,23.2,14.1,RECONQUISTAAERO,2020-05-05
7476,5,5,2020,23.5,17.4,RESISTENCIAAERO,2020-05-05
7480,5,5,2020,22.6,11.0,SALTAAERO,2020-05-05
7482,5,5,2020,17.9,12.2,SANJUANAERO,2020-05-05
7487,5,5,2020,26.0,19.5,TARTAGALAERO,2020-05-05
7488,5,5,2020,25.0,13.6,TUCUMANAERO,2020-05-05
7490,5,5,2020,20.5,11.1,VILLADEMARIADELRIOSECO,2020-05-05
7491,4,5,2020,18.8,14.8,AEROPARQUEAERO,2020-05-04
7494,4,5,2020,-7.5,-16.2,BASEORCADAS,2020-05-04
7495,4,5,2020,-5.9,-9.6,BASESANMARTIN,2020-05-04
7496,4,5,2020,25.1,15.5,BERNARDODEIRIGOYENAERO,2020-05-04
7497,4,5,2020,19.6,13.4,BUENOSAIRESOBSERVATORIO,2020-05-04
7498,4,5,2020,18.3,11.5,CAMPODEMAYOAERO,2020-05-04
7499,4,5,2020,26.2,15.6,CATAMARCAAERO,2020-05-04
7500,4,5,2020,25.5,17.2,CERESAERO,2020-05-04
7501,4,5,2020,26.6,16.4,CHAMICALAERO,2020-05-04
7502,4,5,2020,25.0,12.0,CHEPES,2020-05-04
7505,4,5,2020,25.0,14.6,CORDOBAAERO,2020-05-04
7506,4,5,2020,27.2,16.0,CORDOBAOBSERVATORIO,2020-05-04
7509,4,5,2020,20.7,11.1,DOLORESAERO,2020-05-04
7510,4,5,2020,19.0,12.0,ELPALOMARAERO,2020-05-04
7513,4,5,2020,20.0,11.4,EZEIZAAERO,2020-05-04
7514,4,5,2020,33.5,17.4,FORMOSAAERO,2020-05-04
7516,4,5,2020,20.2,14.4,GUALEGUAYCHUAERO,2020-05-04
7517,4,5,2020,28.6,12.5,IGUAZUAERO,2020-05-04
7519,4,5,2020,26.2,11.6,JUJUYAERO,2020-05-04
7521,4,5,2020,21.0,11.5,JUNINAERO,2020-05-04
7522,4,5,2020,19.5,11.2,LAPLATAAERO,2020-05-04
7523,4,5,2020,26.8,13.7,LARIOJAAERO,2020-05-04
7524,4,5,2020,25.2,11.4,LABOULAYEAERO,2020-05-04
7525,4,5,2020,34.8,21.0,LASLOMITAS,2020-05-04
7526,4,5,2020,19.3,10.9,MARDELPLATAAERO,2020-05-04
7527,4,5,2020,21.4,12.2,MARCOSJUAREZAERO,2020-05-04
7528,4,5,2020,22.8,12.3,MENDOZAAERO,2020-05-04
7535,4,5,2020,26.1,19.5,ORANAERO,2020-05-04
7536,4,5,2020,19.6,15.2,PARANAAERO,2020-05-04
7537,4,5,2020,20.5,15.0,PASODELOSLIBRESAERO,2020-05-04
7539,4,5,2020,28.0,16.8,POSADASAERO,2020-05-04
7540,4,5,2020,29.8,18.4,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-04
7541,4,5,2020,21.0,12.0,PUNTAINDIOB.A.,2020-05-04
7543,4,5,2020,21.4,16.9,RECONQUISTAAERO,2020-05-04
7544,4,5,2020,31.2,19.1,RESISTENCIAAERO,2020-05-04
7546,4,5,2020,24.5,12.8,RIOCUARTOAERO,2020-05-04
7548,4,5,2020,18.7,14.6,ROSARIOAERO,2020-05-04
7550,4,5,2020,24.4,12.0,SANJUANAERO,2020-05-04
7551,4,5,2020,24.5,13.5,SANLUISAERO,2020-05-04
7553,4,5,2020,23.1,11.5,SANTAROSAAERO,2020-05-04
7558,4,5,2020,26.0,17.5,TARTAGALAERO,2020-05-04
7561,4,5,2020,24.5,15.3,TUCUMANAERO,2020-05-04
7564,4,5,2020,26.4,15.9,VILLADEMARIADELRIOSECO,2020-05-04
7565,4,5,2020,23.8,14.8,VILLADOLORESAERO,2020-05-04
7567,4,5,2020,24.6,10.6,VILLAREYNOLDSAERO,2020-05-04
7568,3,5,2020,19.6,14.6,AEROPARQUEAERO,2020-05-03
7569,3,5,2020,19.2,10.8,BAHIABLANCAAERO,2020-05-03
7570,3,5,2020,-0.5,-9.4,BASESANMARTIN,2020-05-03
7571,3,5,2020,23.8,10.9,BERNARDODEIRIGOYENAERO,2020-05-03
7572,3,5,2020,20.8,13.8,BUENOSAIRESOBSERVATORIO,2020-05-03
7573,3,5,2020,21.1,10.7,CAMPODEMAYOAERO,2020-05-03
7574,3,5,2020,27.5,12.6,CATAMARCAAERO,2020-05-03
7575,3,5,2020,22.0,15.0,CERESAERO,2020-05-03
7576,3,5,2020,19.5,13.9,CHAMICALAERO,2020-05-03
7577,3,5,2020,23.0,15.0,CHEPES,2020-05-03
7579,3,5,2020,23.2,14.8,CORDOBAAERO,2020-05-03
7580,3,5,2020,23.8,15.2,CORDOBAOBSERVATORIO,2020-05-03
7582,3,5,2020,21.2,12.8,ELPALOMARAERO,2020-05-03
7585,3,5,2020,20.9,10.0,EZEIZAAERO,2020-05-03
7586,3,5,2020,28.5,14.1,FORMOSAAERO,2020-05-03
7588,3,5,2020,22.3,10.6,GUALEGUAYCHUAERO,2020-05-03
7589,3,5,2020,19.4,15.4,JUJUYAERO,2020-05-03
7591,3,5,2020,20.0,11.5,LAPLATAAERO,2020-05-03
7592,3,5,2020,25.2,12.0,LARIOJAAERO,2020-05-03
7593,3,5,2020,23.3,13.3,LABOULAYEAERO,2020-05-03
7595,3,5,2020,32.5,17.6,LASLOMITAS,2020-05-03
7596,3,5,2020,14.0,-1.3,MAQUINCHAO,2020-05-03
7597,3,5,2020,22.2,10.6,MARCOSJUAREZAERO,2020-05-03
7602,3,5,2020,22.8,17.8,ORANAERO,2020-05-03
7603,3,5,2020,24.9,11.1,PASODELOSLIBRESAERO,2020-05-03
7604,3,5,2020,15.8,10.0,PEHUAJOAERO,2020-05-03
7606,3,5,2020,26.9,12.1,POSADASAERO,2020-05-03
7607,3,5,2020,27.1,15.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-03
7608,3,5,2020,18.5,12.0,PUNTAINDIOB.A.,2020-05-03
7610,3,5,2020,25.0,11.5,RECONQUISTAAERO,2020-05-03
7611,3,5,2020,28.2,13.9,RESISTENCIAAERO,2020-05-03
7613,3,5,2020,22.6,12.2,RIOCUARTOAERO,2020-05-03
7615,3,5,2020,20.0,11.0,ROSARIOAERO,2020-05-03
7616,3,5,2020,22.1,12.2,SALTAAERO,2020-05-03
7617,3,5,2020,22.0,10.0,SANANTONIOOESTEAERO,2020-05-03
7619,3,5,2020,24.5,13.3,SANLUISAERO,2020-05-03
7620,3,5,2020,23.4,12.2,SANTAROSAAERO,2020-05-03
7625,3,5,2020,22.0,16.6,TARTAGALAERO,2020-05-03
7627,3,5,2020,21.5,14.4,TUCUMANAERO,2020-05-03
7630,3,5,2020,20.5,15.5,VILLADEMARIADELRIOSECO,2020-05-03
7631,3,5,2020,22.7,16.8,VILLADOLORESAERO,2020-05-03
7632,3,5,2020,25.4,11.0,VILLAREYNOLDSAERO,2020-05-03
7633,2,5,2020,18.0,11.3,AEROPARQUEAERO,2020-05-02
7634,2,5,2020,21.1,12.2,BERNARDODEIRIGOYENAERO,2020-05-02
7635,2,5,2020,19.5,10.5,BUENOSAIRESOBSERVATORIO,2020-05-02
7636,2,5,2020,25.6,18.6,CATAMARCAAERO,2020-05-02
7637,2,5,2020,24.8,10.0,CERESAERO,2020-05-02
7638,2,5,2020,25.5,14.3,CHAMICALAERO,2020-05-02
7639,2,5,2020,24.0,11.4,CHEPES,2020-05-02
7641,2,5,2020,26.5,16.3,FORMOSAAERO,2020-05-02
7642,2,5,2020,26.6,16.3,IGUAZUAERO,2020-05-02
7644,2,5,2020,21.7,14.2,JUJUYAERO,2020-05-02
7646,2,5,2020,28.0,15.2,LARIOJAAERO,2020-05-02
7647,2,5,2020,23.4,18.0,LASLOMITAS,2020-05-02
7651,2,5,2020,23.3,17.7,ORANAERO,2020-05-02
7652,2,5,2020,21.5,10.2,PARANAAERO,2020-05-02
7653,2,5,2020,25.1,12.9,POSADASAERO,2020-05-02
7654,2,5,2020,25.1,17.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-02
7656,2,5,2020,19.3,10.5,PUNTAINDIOB.A.,2020-05-02
7657,2,5,2020,24.4,10.2,RECONQUISTAAERO,2020-05-02
7658,2,5,2020,26.2,13.1,RESISTENCIAAERO,2020-05-02
7660,2,5,2020,22.0,13.0,SALTAAERO,2020-05-02
7661,2,5,2020,16.5,10.6,SANJULIANAERO,2020-05-02
7662,2,5,2020,24.5,12.2,SANLUISAERO,2020-05-02
7665,2,5,2020,20.5,16.6,TARTAGALAERO,2020-05-02
7666,2,5,2020,17.6,10.5,TRELEWAERO,2020-05-02
7668,2,5,2020,24.6,14.6,TUCUMANAERO,2020-05-02
7670,1,5,2020,21.8,13.8,AEROPARQUEAERO,2020-05-01
7672,1,5,2020,23.0,14.9,BERNARDODEIRIGOYENAERO,2020-05-01
7674,1,5,2020,22.5,12.5,BUENOSAIRESOBSERVATORIO,2020-05-01
7675,1,5,2020,26.0,12.8,CATAMARCAAERO,2020-05-01
7676,1,5,2020,25.5,13.5,CERESAERO,2020-05-01
7677,1,5,2020,27.0,10.2,CHAMICALAERO,2020-05-01
7679,1,5,2020,27.0,10.0,CHEPES,2020-05-01
7681,1,5,2020,26.5,11.0,CORDOBAOBSERVATORIO,2020-05-01
7683,1,5,2020,24.6,15.2,FORMOSAAERO,2020-05-01
7684,1,5,2020,25.0,18.1,IGUAZUAERO,2020-05-01
7687,1,5,2020,23.6,13.0,JUJUYAERO,2020-05-01
7689,1,5,2020,27.8,12.2,LARIOJAAERO,2020-05-01
7691,1,5,2020,26.6,20.8,LASLOMITAS,2020-05-01
7692,1,5,2020,16.0,-5.7,MAQUINCHAO,2020-05-01
7693,1,5,2020,21.5,11.1,MENDOZAAERO,2020-05-01
7698,1,5,2020,19.9,11.8,NUEVEDEJULIO,2020-05-01
7700,1,5,2020,16.4,10.0,OLAVARRIAAERO,2020-05-01
7701,1,5,2020,20.6,18.0,ORANAERO,2020-05-01
7702,1,5,2020,24.4,13.5,PARANAAERO,2020-05-01
7703,1,5,2020,25.6,14.5,PASODELOSLIBRESAERO,2020-05-01
7705,1,5,2020,24.5,17.1,POSADASAERO,2020-05-01
7706,1,5,2020,22.6,15.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-05-01
7707,1,5,2020,19.0,11.5,PUNTAINDIOB.A.,2020-05-01
7709,1,5,2020,25.2,14.4,RECONQUISTAAERO,2020-05-01
7710,1,5,2020,21.2,14.0,RESISTENCIAAERO,2020-05-01
7713,1,5,2020,25.0,10.1,ROSARIOAERO,2020-05-01
7714,1,5,2020,22.4,10.4,SALTAAERO,2020-05-01
7716,1,5,2020,24.5,12.7,SANJUANAERO,2020-05-01
7721,1,5,2020,19.7,16.5,TARTAGALAERO,2020-05-01
7722,1,5,2020,22.2,11.0,TINOGASTA,2020-05-01
7723,1,5,2020,25.2,13.0,TUCUMANAERO,2020-05-01
7724,1,5,2020,25.1,11.5,VILLADEMARIADELRIOSECO,2020-05-01
7725,30,4,2020,20.7,12.3,AEROPARQUEAERO,2020-04-30
7726,30,4,2020,27.6,18.1,BERNARDODEIRIGOYENAERO,2020-04-30
7727,30,4,2020,22.5,11.4,BUENOSAIRESOBSERVATORIO,2020-04-30
7728,30,4,2020,28.0,13.8,CATAMARCAAERO,2020-04-30
7729,30,4,2020,23.5,14.8,CERESAERO,2020-04-30
7730,30,4,2020,25.5,11.7,CHAMICALAERO,2020-04-30
7731,30,4,2020,25.0,12.5,CHEPES,2020-04-30
7733,30,4,2020,24.9,12.7,CORDOBAAERO,2020-04-30
7734,30,4,2020,25.2,15.2,CORDOBAOBSERVATORIO,2020-04-30
7736,30,4,2020,13.4,-1.0,ELCALAFATEAERO,2020-04-30
