,day,month,year,tmax,tmin,city,date
19943,18,12,2019,30.0,18.4,TRELEWAERO,2019-12-18
19945,18,12,2019,36.2,19.4,TUCUMANAERO,2019-12-18
19947,18,12,2019,36.0,18.0,VIEDMAAERO,2019-12-18
19948,18,12,2019,32.7,21.9,VILLADEMARIADELRIOSECO,2019-12-18
19949,18,12,2019,34.6,20.6,VILLADOLORESAERO,2019-12-18
19951,18,12,2019,36.8,16.5,VILLAREYNOLDSAERO,2019-12-18
19952,17,12,2019,26.5,18.7,AEROPARQUEAERO,2019-12-17
19953,17,12,2019,33.3,11.9,BAHIABLANCAAERO,2019-12-17
19955,17,12,2019,24.4,17.1,BERNARDODEIRIGOYENAERO,2019-12-17
19957,17,12,2019,28.6,17.4,BUENOSAIRESOBSERVATORIO,2019-12-17
19958,17,12,2019,29.8,13.4,CAMPODEMAYOAERO,2019-12-17
19959,17,12,2019,35.6,17.2,CATAMARCAAERO,2019-12-17
19960,17,12,2019,32.6,16.8,CERESAERO,2019-12-17
19961,17,12,2019,32.2,14.2,CHAMICALAERO,2019-12-17
19962,17,12,2019,35.5,15.0,CHEPES,2019-12-17
19965,17,12,2019,28.0,12.0,COMODORORIVADAVIAAERO,2019-12-17
19967,17,12,2019,32.8,17.0,CORDOBAAERO,2019-12-17
19968,17,12,2019,34.8,17.5,CORDOBAOBSERVATORIO,2019-12-17
19969,17,12,2019,31.0,10.0,CORONELSUAREZAERO,2019-12-17
19971,17,12,2019,25.7,12.1,DOLORESAERO,2019-12-17
19972,17,12,2019,29.0,14.0,ELPALOMARAERO,2019-12-17
19974,17,12,2019,31.3,13.7,EZEIZAAERO,2019-12-17
19975,17,12,2019,34.5,19.3,FORMOSAAERO,2019-12-17
19978,17,12,2019,30.5,13.8,GUALEGUAYCHUAERO,2019-12-17
19979,17,12,2019,27.8,19.6,IGUAZUAERO,2019-12-17
19981,17,12,2019,29.2,13.8,JUJUYAERO,2019-12-17
19983,17,12,2019,32.2,11.8,JUNINAERO,2019-12-17
19984,17,12,2019,26.7,13.5,LAPLATAAERO,2019-12-17
19985,17,12,2019,36.5,15.1,LARIOJAAERO,2019-12-17
19986,17,12,2019,36.2,13.0,LABOULAYEAERO,2019-12-17
19988,17,12,2019,33.5,20.0,LASLOMITAS,2019-12-17
19989,17,12,2019,30.1,10.7,MALARGUEAERO,2019-12-17
19990,17,12,2019,19.7,12.3,MARDELPLATAAERO,2019-12-17
19991,17,12,2019,33.9,12.8,MARCOSJUAREZAERO,2019-12-17
19993,17,12,2019,36.2,16.4,MENDOZAAERO,2019-12-17
19997,17,12,2019,32.6,14.5,NEUQUENAERO,2019-12-17
19998,17,12,2019,32.0,13.1,NUEVEDEJULIO,2019-12-17
20000,17,12,2019,28.6,12.6,OLAVARRIAAERO,2019-12-17
20001,17,12,2019,32.8,16.5,ORANAERO,2019-12-17
20002,17,12,2019,31.7,18.5,PARANAAERO,2019-12-17
20003,17,12,2019,30.0,18.2,PASODELOSLIBRESAERO,2019-12-17
20004,17,12,2019,32.1,11.0,PEHUAJOAERO,2019-12-17
20006,17,12,2019,31.3,12.0,PIGUEAERO,2019-12-17
20008,17,12,2019,30.7,20.2,POSADASAERO,2019-12-17
20009,17,12,2019,33.4,17.7,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-17
20010,17,12,2019,25.2,15.2,PUNTAINDIOB.A.,2019-12-17
20012,17,12,2019,31.6,18.6,RECONQUISTAAERO,2019-12-17
20013,17,12,2019,32.0,17.1,RESISTENCIAAERO,2019-12-17
20015,17,12,2019,33.9,15.1,RIOCUARTOAERO,2019-12-17
20017,17,12,2019,31.3,13.3,ROSARIOAERO,2019-12-17
20018,17,12,2019,28.1,13.2,SALTAAERO,2019-12-17
20021,17,12,2019,37.0,18.8,SANJUANAERO,2019-12-17
20022,17,12,2019,33.9,18.9,SANLUISAERO,2019-12-17
20024,17,12,2019,35.6,15.2,SANRAFAELAERO,2019-12-17
20025,17,12,2019,36.9,13.4,SANTAROSAAERO,2019-12-17
20030,17,12,2019,31.2,18.6,TARTAGALAERO,2019-12-17
20032,17,12,2019,33.5,12.0,TINOGASTA,2019-12-17
20033,17,12,2019,31.4,10.5,TRELEWAERO,2019-12-17
20035,17,12,2019,33.9,16.4,TUCUMANAERO,2019-12-17
20038,17,12,2019,32.0,10.8,VILLADEMARIADELRIOSECO,2019-12-17
20039,17,12,2019,34.2,15.6,VILLADOLORESAERO,2019-12-17
20041,16,12,2019,26.5,15.8,AEROPARQUEAERO,2019-12-16
20043,16,12,2019,19.1,17.0,BERNARDODEIRIGOYENAERO,2019-12-16
20045,16,12,2019,28.4,14.4,BUENOSAIRESOBSERVATORIO,2019-12-16
20046,16,12,2019,28.8,11.4,CAMPODEMAYOAERO,2019-12-16
20047,16,12,2019,29.6,21.0,CATAMARCAAERO,2019-12-16
20048,16,12,2019,30.0,20.2,CERESAERO,2019-12-16
20049,16,12,2019,28.7,16.7,CHAMICALAERO,2019-12-16
20050,16,12,2019,32.0,20.0,CHEPES,2019-12-16
20053,16,12,2019,21.2,12.4,COMODORORIVADAVIAAERO,2019-12-16
20055,16,12,2019,28.6,16.4,CORDOBAAERO,2019-12-16
20056,16,12,2019,30.2,17.9,CORDOBAOBSERVATORIO,2019-12-16
20058,16,12,2019,27.4,12.1,DOLORESAERO,2019-12-16
20059,16,12,2019,30.0,11.0,ELPALOMARAERO,2019-12-16
20062,16,12,2019,30.5,11.4,EZEIZAAERO,2019-12-16
20063,16,12,2019,27.9,19.0,FORMOSAAERO,2019-12-16
20066,16,12,2019,28.0,14.2,GUALEGUAYCHUAERO,2019-12-16
20067,16,12,2019,22.5,20.0,IGUAZUAERO,2019-12-16
20069,16,12,2019,25.6,17.3,JUJUYAERO,2019-12-16
20071,16,12,2019,30.8,13.4,JUNINAERO,2019-12-16
20072,16,12,2019,27.7,11.4,LAPLATAAERO,2019-12-16
20073,16,12,2019,28.7,19.3,LARIOJAAERO,2019-12-16
20074,16,12,2019,33.5,15.0,LABOULAYEAERO,2019-12-16
20075,16,12,2019,28.3,19.6,LASLOMITAS,2019-12-16
20076,16,12,2019,23.1,12.6,MARDELPLATAAERO,2019-12-16
20077,16,12,2019,32.7,13.2,MARCOSJUAREZAERO,2019-12-16
20079,16,12,2019,31.6,16.6,MENDOZAAERO,2019-12-16
20085,16,12,2019,28.8,14.2,NEUQUENAERO,2019-12-16
20086,16,12,2019,31.0,15.1,NUEVEDEJULIO,2019-12-16
20088,16,12,2019,29.2,11.7,OLAVARRIAAERO,2019-12-16
20089,16,12,2019,25.5,20.0,ORANAERO,2019-12-16
20090,16,12,2019,28.8,17.9,PARANAAERO,2019-12-16
20091,16,12,2019,28.4,16.6,PASODELOSLIBRESAERO,2019-12-16
20092,16,12,2019,30.5,12.0,PEHUAJOAERO,2019-12-16
20094,16,12,2019,26.3,19.0,POSADASAERO,2019-12-16
20095,16,12,2019,29.5,19.2,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-16
20097,16,12,2019,27.5,12.5,PUNTAINDIOB.A.,2019-12-16
20099,16,12,2019,29.1,18.3,RECONQUISTAAERO,2019-12-16
20100,16,12,2019,29.6,18.0,RESISTENCIAAERO,2019-12-16
20102,16,12,2019,30.8,15.9,RIOCUARTOAERO,2019-12-16
20104,16,12,2019,32.4,15.5,ROSARIOAERO,2019-12-16
20105,16,12,2019,24.2,15.3,SALTAAERO,2019-12-16
20106,16,12,2019,23.4,13.3,SANANTONIOOESTEAERO,2019-12-16
20109,16,12,2019,32.0,18.5,SANJUANAERO,2019-12-16
20110,16,12,2019,31.3,17.4,SANLUISAERO,2019-12-16
20112,16,12,2019,30.8,13.2,SANRAFAELAERO,2019-12-16
20113,16,12,2019,33.6,14.4,SANTAROSAAERO,2019-12-16
20118,16,12,2019,22.0,17.8,TARTAGALAERO,2019-12-16
20120,16,12,2019,25.2,18.0,TINOGASTA,2019-12-16
20121,16,12,2019,22.0,11.6,TRELEWAERO,2019-12-16
20123,16,12,2019,29.5,18.5,TUCUMANAERO,2019-12-16
20126,16,12,2019,22.8,10.1,VIEDMAAERO,2019-12-16
20127,16,12,2019,27.2,17.1,VILLADEMARIADELRIOSECO,2019-12-16
20128,16,12,2019,29.7,14.3,VILLADOLORESAERO,2019-12-16
20130,16,12,2019,33.0,13.1,VILLAREYNOLDSAERO,2019-12-16
20131,15,12,2019,24.0,18.5,AEROPARQUEAERO,2019-12-15
20132,15,12,2019,26.1,15.4,AZULAERO,2019-12-15
20133,15,12,2019,32.5,11.1,BAHIABLANCAAERO,2019-12-15
20135,15,12,2019,27.1,13.0,BENITOJUAREZAERO,2019-12-15
20136,15,12,2019,26.8,17.4,BERNARDODEIRIGOYENAERO,2019-12-15
20138,15,12,2019,25.3,19.0,BUENOSAIRESOBSERVATORIO,2019-12-15
20139,15,12,2019,25.4,19.3,CAMPODEMAYOAERO,2019-12-15
20140,15,12,2019,32.5,22.8,CATAMARCAAERO,2019-12-15
20141,15,12,2019,26.6,17.7,CERESAERO,2019-12-15
20142,15,12,2019,32.7,19.9,CHAMICALAERO,2019-12-15
20143,15,12,2019,32.0,18.0,CHEPES,2019-12-15
20146,15,12,2019,26.6,15.0,COMODORORIVADAVIAAERO,2019-12-15
20148,15,12,2019,28.8,15.7,CORDOBAAERO,2019-12-15
20149,15,12,2019,30.0,17.5,CORDOBAOBSERVATORIO,2019-12-15
20150,15,12,2019,30.8,11.5,CORONELSUAREZAERO,2019-12-15
20152,15,12,2019,25.4,15.7,DOLORESAERO,2019-12-15
20153,15,12,2019,15.9,10.0,ELCALAFATEAERO,2019-12-15
20154,15,12,2019,25.5,19.0,ELPALOMARAERO,2019-12-15
20157,15,12,2019,25.6,18.0,EZEIZAAERO,2019-12-15
20158,15,12,2019,35.0,20.3,FORMOSAAERO,2019-12-15
20160,15,12,2019,25.0,17.9,GUALEGUAYCHUAERO,2019-12-15
20161,15,12,2019,31.0,20.8,IGUAZUAERO,2019-12-15
20162,15,12,2019,31.3,19.6,JUJUYAERO,2019-12-15
20164,15,12,2019,29.5,17.4,JUNINAERO,2019-12-15
20165,15,12,2019,23.8,17.0,LAPLATAAERO,2019-12-15
20166,15,12,2019,33.5,20.0,LARIOJAAERO,2019-12-15
20167,15,12,2019,31.5,16.9,LABOULAYEAERO,2019-12-15
20169,15,12,2019,35.5,24.6,LASLOMITAS,2019-12-15
20170,15,12,2019,23.2,14.5,MARDELPLATAAERO,2019-12-15
20171,15,12,2019,29.5,17.3,MARCOSJUAREZAERO,2019-12-15
20173,15,12,2019,28.5,18.2,MENDOZAAERO,2019-12-15
20179,15,12,2019,28.6,14.9,NEUQUENAERO,2019-12-15
20180,15,12,2019,31.1,17.8,NUEVEDEJULIO,2019-12-15
20181,15,12,2019,27.1,15.7,OLAVARRIAAERO,2019-12-15
20182,15,12,2019,36.6,22.2,ORANAERO,2019-12-15
20183,15,12,2019,27.4,18.6,PARANAAERO,2019-12-15
20185,15,12,2019,23.5,18.0,PASODELOSLIBRESAERO,2019-12-15
20186,15,12,2019,31.9,15.4,PEHUAJOAERO,2019-12-15
20188,15,12,2019,29.5,11.8,PIGUEAERO,2019-12-15
20190,15,12,2019,32.3,20.9,POSADASAERO,2019-12-15
20191,15,12,2019,32.0,18.8,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-15
20194,15,12,2019,23.0,17.0,PUNTAINDIOB.A.,2019-12-15
20196,15,12,2019,29.5,18.0,RECONQUISTAAERO,2019-12-15
20197,15,12,2019,30.9,18.7,RESISTENCIAAERO,2019-12-15
20199,15,12,2019,29.4,16.4,RIOCUARTOAERO,2019-12-15
20201,15,12,2019,30.5,17.6,ROSARIOAERO,2019-12-15
20202,15,12,2019,29.5,15.9,SALTAAERO,2019-12-15
20203,15,12,2019,25.6,14.5,SANANTONIOOESTEAERO,2019-12-15
20205,15,12,2019,31.4,17.2,SANJUANAERO,2019-12-15
20206,15,12,2019,23.0,10.4,SANJULIANAERO,2019-12-15
20207,15,12,2019,29.8,18.2,SANLUISAERO,2019-12-15
20209,15,12,2019,28.0,13.8,SANRAFAELAERO,2019-12-15
20210,15,12,2019,32.0,14.6,SANTAROSAAERO,2019-12-15
20215,15,12,2019,24.2,13.5,TANDILAERO,2019-12-15
20216,15,12,2019,34.1,20.0,TARTAGALAERO,2019-12-15
20218,15,12,2019,29.4,20.0,TINOGASTA,2019-12-15
20219,15,12,2019,26.6,15.5,TRELEWAERO,2019-12-15
20221,15,12,2019,29.6,18.4,TUCUMANAERO,2019-12-15
20224,15,12,2019,25.4,13.3,VIEDMAAERO,2019-12-15
20225,15,12,2019,28.3,17.1,VILLADEMARIADELRIOSECO,2019-12-15
20226,15,12,2019,30.6,17.0,VILLADOLORESAERO,2019-12-15
20228,15,12,2019,31.8,14.3,VILLAREYNOLDSAERO,2019-12-15
20229,14,12,2019,27.5,19.8,AEROPARQUEAERO,2019-12-14
20230,14,12,2019,29.0,14.9,AZULAERO,2019-12-14
20231,14,12,2019,27.2,19.2,BAHIABLANCAAERO,2019-12-14
20233,14,12,2019,-1.8,-3.6,BASEORCADAS,2019-12-14
20234,14,12,2019,25.0,13.8,BENITOJUAREZAERO,2019-12-14
20235,14,12,2019,28.7,20.6,BERNARDODEIRIGOYENAERO,2019-12-14
20237,14,12,2019,30.5,18.0,BUENOSAIRESOBSERVATORIO,2019-12-14
20238,14,12,2019,30.5,11.6,CAMPODEMAYOAERO,2019-12-14
20239,14,12,2019,35.4,19.6,CATAMARCAAERO,2019-12-14
20240,14,12,2019,36.5,20.5,CERESAERO,2019-12-14
20241,14,12,2019,37.2,21.6,CHAMICALAERO,2019-12-14
20242,14,12,2019,37.0,20.0,CHEPES,2019-12-14
20245,14,12,2019,28.2,12.1,COMODORORIVADAVIAAERO,2019-12-14
20247,14,12,2019,31.8,19.5,CORDOBAAERO,2019-12-14
20248,14,12,2019,33.6,22.2,CORDOBAOBSERVATORIO,2019-12-14
20250,14,12,2019,21.7,13.0,CORONELSUAREZAERO,2019-12-14
20252,14,12,2019,31.2,14.1,DOLORESAERO,2019-12-14
20253,14,12,2019,31.0,15.1,ELPALOMARAERO,2019-12-14
20256,14,12,2019,32.1,14.2,EZEIZAAERO,2019-12-14
20257,14,12,2019,39.9,22.1,FORMOSAAERO,2019-12-14
20260,14,12,2019,26.1,17.1,GUALEGUAYCHUAERO,2019-12-14
20261,14,12,2019,32.6,21.2,IGUAZUAERO,2019-12-14
20263,14,12,2019,29.1,19.8,JUJUYAERO,2019-12-14
20265,14,12,2019,30.8,12.5,JUNINAERO,2019-12-14
20266,14,12,2019,30.5,15.3,LAPLATAAERO,2019-12-14
20267,14,12,2019,37.7,21.9,LARIOJAAERO,2019-12-14
20268,14,12,2019,31.3,14.8,LABOULAYEAERO,2019-12-14
20270,14,12,2019,38.5,23.8,LASLOMITAS,2019-12-14
20271,14,12,2019,24.5,15.0,MALARGUEAERO,2019-12-14
20272,14,12,2019,29.5,12.3,MARDELPLATAAERO,2019-12-14
20273,14,12,2019,26.4,15.8,MARCOSJUAREZAERO,2019-12-14
20275,14,12,2019,31.2,22.0,MENDOZAAERO,2019-12-14
20280,14,12,2019,29.2,14.6,NEUQUENAERO,2019-12-14
20281,14,12,2019,31.8,15.4,NUEVEDEJULIO,2019-12-14
20283,14,12,2019,28.9,13.2,OLAVARRIAAERO,2019-12-14
20284,14,12,2019,35.0,22.0,ORANAERO,2019-12-14
20285,14,12,2019,24.2,17.6,PARANAAERO,2019-12-14
20286,14,12,2019,31.1,18.4,PASODELOSLIBRESAERO,2019-12-14
20287,14,12,2019,31.4,17.3,PEHUAJOAERO,2019-12-14
20288,14,12,2019,21.4,11.4,PIGUEAERO,2019-12-14
20290,14,12,2019,34.7,22.1,POSADASAERO,2019-12-14
20291,14,12,2019,39.3,22.6,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-14
20293,14,12,2019,30.2,17.5,PUNTAINDIOB.A.,2019-12-14
20295,14,12,2019,34.5,21.2,RECONQUISTAAERO,2019-12-14
20296,14,12,2019,37.8,22.4,RESISTENCIAAERO,2019-12-14
20298,14,12,2019,32.1,18.4,RIOCUARTOAERO,2019-12-14
20300,14,12,2019,27.2,16.7,ROSARIOAERO,2019-12-14
20301,14,12,2019,28.0,18.0,SALTAAERO,2019-12-14
20302,14,12,2019,26.0,12.4,SANANTONIOOESTEAERO,2019-12-14
20305,14,12,2019,33.0,19.0,SANJUANAERO,2019-12-14
20306,14,12,2019,31.0,19.5,SANLUISAERO,2019-12-14
20308,14,12,2019,27.0,15.6,SANRAFAELAERO,2019-12-14
20309,14,12,2019,25.9,19.1,SANTAROSAAERO,2019-12-14
20314,14,12,2019,27.5,11.0,TANDILAERO,2019-12-14
20315,14,12,2019,37.5,20.0,TARTAGALAERO,2019-12-14
20317,14,12,2019,36.0,16.7,TINOGASTA,2019-12-14
20318,14,12,2019,27.4,13.7,TRELEWAERO,2019-12-14
20320,14,12,2019,37.3,20.4,TUCUMANAERO,2019-12-14
20323,14,12,2019,25.3,11.0,VIEDMAAERO,2019-12-14
20324,14,12,2019,36.0,19.9,VILLADEMARIADELRIOSECO,2019-12-14
20325,14,12,2019,32.6,19.0,VILLADOLORESAERO,2019-12-14
20327,14,12,2019,31.2,15.6,VILLAREYNOLDSAERO,2019-12-14
20328,13,12,2019,23.8,12.6,AEROPARQUEAERO,2019-12-13
20329,13,12,2019,16.9,10.0,BARILOCHEAERO,2019-12-13
20330,13,12,2019,30.6,16.7,BERNARDODEIRIGOYENAERO,2019-12-13
20331,13,12,2019,25.5,12.0,BUENOSAIRESOBSERVATORIO,2019-12-13
20332,13,12,2019,30.8,22.4,CATAMARCAAERO,2019-12-13
20333,13,12,2019,28.5,16.6,CERESAERO,2019-12-13
20334,13,12,2019,33.0,17.7,CHAMICALAERO,2019-12-13
20336,13,12,2019,31.5,18.0,CHEPES,2019-12-13
20339,13,12,2019,25.4,11.9,COMODORORIVADAVIAAERO,2019-12-13
20341,13,12,2019,29.3,11.4,CORDOBAAERO,2019-12-13
20342,13,12,2019,30.6,15.5,CORDOBAOBSERVATORIO,2019-12-13
20345,13,12,2019,26.0,11.5,ELPALOMARAERO,2019-12-13
20348,13,12,2019,36.3,20.8,FORMOSAAERO,2019-12-13
20351,13,12,2019,27.9,13.6,GUALEGUAYCHUAERO,2019-12-13
20352,13,12,2019,34.4,17.3,IGUAZUAERO,2019-12-13
20354,13,12,2019,25.1,16.8,JUJUYAERO,2019-12-13
20356,13,12,2019,35.3,16.0,LARIOJAAERO,2019-12-13
20357,13,12,2019,36.0,21.6,LASLOMITAS,2019-12-13
20358,13,12,2019,33.0,13.6,MENDOZAAERO,2019-12-13
20363,13,12,2019,28.1,14.0,NEUQUENAERO,2019-12-13
20365,13,12,2019,30.2,21.8,ORANAERO,2019-12-13
20366,13,12,2019,28.4,13.4,PARANAAERO,2019-12-13
20367,13,12,2019,29.1,16.5,PASODELOSLIBRESAERO,2019-12-13
20369,13,12,2019,32.2,21.3,POSADASAERO,2019-12-13
20370,13,12,2019,34.4,19.9,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-13
20372,13,12,2019,30.4,16.4,RECONQUISTAAERO,2019-12-13
20373,13,12,2019,32.1,16.9,RESISTENCIAAERO,2019-12-13
20375,13,12,2019,30.0,13.7,RIOCUARTOAERO,2019-12-13
20377,13,12,2019,27.7,12.0,ROSARIOAERO,2019-12-13
20378,13,12,2019,21.2,15.5,SALTAAERO,2019-12-13
20379,13,12,2019,28.0,15.0,SANANTONIOOESTEAERO,2019-12-13
20382,13,12,2019,34.5,12.0,SANJUANAERO,2019-12-13
20383,13,12,2019,32.6,14.0,SANLUISAERO,2019-12-13
20385,13,12,2019,33.5,10.1,SANRAFAELAERO,2019-12-13
20386,13,12,2019,29.9,13.5,SANTAROSAAERO,2019-12-13
20390,13,12,2019,31.0,20.8,TARTAGALAERO,2019-12-13
20392,13,12,2019,37.0,15.0,TINOGASTA,2019-12-13
20393,13,12,2019,25.0,10.6,TRELEWAERO,2019-12-13
20395,13,12,2019,29.9,20.1,TUCUMANAERO,2019-12-13
20397,13,12,2019,27.4,10.2,VIEDMAAERO,2019-12-13
20398,13,12,2019,30.0,12.6,VILLADEMARIADELRIOSECO,2019-12-13
20399,13,12,2019,31.6,13.0,VILLADOLORESAERO,2019-12-13
20400,12,12,2019,26.6,21.3,AEROPARQUEAERO,2019-12-12
20401,12,12,2019,22.6,13.3,AZULAERO,2019-12-12
20402,12,12,2019,27.4,14.6,BAHIABLANCAAERO,2019-12-12
20403,12,12,2019,22.0,11.5,BENITOJUAREZAERO,2019-12-12
20404,12,12,2019,26.1,17.2,BERNARDODEIRIGOYENAERO,2019-12-12
20406,12,12,2019,26.4,20.2,BUENOSAIRESOBSERVATORIO,2019-12-12
20407,12,12,2019,24.9,18.8,CAMPODEMAYOAERO,2019-12-12
20408,12,12,2019,33.5,24.9,CATAMARCAAERO,2019-12-12
20409,12,12,2019,28.8,20.4,CERESAERO,2019-12-12
20410,12,12,2019,36.0,24.4,CHAMICALAERO,2019-12-12
20411,12,12,2019,33.6,19.0,CHEPES,2019-12-12
20414,12,12,2019,18.5,10.9,COMODORORIVADAVIAAERO,2019-12-12
20416,12,12,2019,31.5,18.5,CORDOBAAERO,2019-12-12
20417,12,12,2019,31.6,21.0,CORDOBAOBSERVATORIO,2019-12-12
20419,12,12,2019,26.3,15.0,CORONELSUAREZAERO,2019-12-12
20421,12,12,2019,22.7,15.0,DOLORESAERO,2019-12-12
20422,12,12,2019,25.5,18.0,ELPALOMARAERO,2019-12-12
20425,12,12,2019,25.9,17.4,EZEIZAAERO,2019-12-12
20426,12,12,2019,35.9,22.2,FORMOSAAERO,2019-12-12
20428,12,12,2019,30.5,19.0,GUALEGUAYCHUAERO,2019-12-12
20429,12,12,2019,30.0,20.2,IGUAZUAERO,2019-12-12
20430,12,12,2019,35.6,20.0,JUJUYAERO,2019-12-12
20432,12,12,2019,24.4,15.0,JUNINAERO,2019-12-12
20433,12,12,2019,26.1,16.3,LAPLATAAERO,2019-12-12
20434,12,12,2019,35.0,24.9,LARIOJAAERO,2019-12-12
20435,12,12,2019,26.0,15.5,LABOULAYEAERO,2019-12-12
20437,12,12,2019,40.0,24.6,LASLOMITAS,2019-12-12
20438,12,12,2019,20.3,13.0,MARDELPLATAAERO,2019-12-12
20439,12,12,2019,26.6,17.5,MARCOSJUAREZAERO,2019-12-12
20441,12,12,2019,31.1,17.8,MENDOZAAERO,2019-12-12
20446,12,12,2019,24.6,11.8,NEUQUENAERO,2019-12-12
20447,12,12,2019,25.7,15.3,NUEVEDEJULIO,2019-12-12
20449,12,12,2019,21.5,13.5,OLAVARRIAAERO,2019-12-12
20450,12,12,2019,37.8,21.8,ORANAERO,2019-12-12
20451,12,12,2019,29.8,18.8,PARANAAERO,2019-12-12
20452,12,12,2019,30.5,22.3,PASODELOSLIBRESAERO,2019-12-12
20453,12,12,2019,24.5,15.6,PEHUAJOAERO,2019-12-12
20454,12,12,2019,25.6,13.7,PIGUEAERO,2019-12-12
20456,12,12,2019,31.5,21.4,POSADASAERO,2019-12-12
20457,12,12,2019,31.3,22.3,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-12
20458,12,12,2019,23.8,17.5,PUNTAINDIOB.A.,2019-12-12
20460,12,12,2019,29.8,20.4,RECONQUISTAAERO,2019-12-12
20461,12,12,2019,29.4,20.4,RESISTENCIAAERO,2019-12-12
20463,12,12,2019,25.5,17.4,RIOCUARTOAERO,2019-12-12
20465,12,12,2019,30.5,19.1,ROSARIOAERO,2019-12-12
20466,12,12,2019,32.7,16.5,SALTAAERO,2019-12-12
20467,12,12,2019,22.0,11.4,SANANTONIOOESTEAERO,2019-12-12
20470,12,12,2019,33.6,20.4,SANJUANAERO,2019-12-12
20471,12,12,2019,27.8,16.1,SANLUISAERO,2019-12-12
20473,12,12,2019,31.0,12.6,SANRAFAELAERO,2019-12-12
20474,12,12,2019,29.5,15.9,SANTAROSAAERO,2019-12-12
20479,12,12,2019,20.4,12.3,TANDILAERO,2019-12-12
20480,12,12,2019,39.5,20.0,TARTAGALAERO,2019-12-12
20482,12,12,2019,34.0,21.0,TINOGASTA,2019-12-12
20483,12,12,2019,19.8,10.4,TRELEWAERO,2019-12-12
20485,12,12,2019,32.5,22.2,TUCUMANAERO,2019-12-12
20489,12,12,2019,24.3,12.1,VIEDMAAERO,2019-12-12
20490,12,12,2019,32.6,20.2,VILLADEMARIADELRIOSECO,2019-12-12
20491,12,12,2019,29.5,18.2,VILLADOLORESAERO,2019-12-12
20493,12,12,2019,25.4,10.9,VILLAREYNOLDSAERO,2019-12-12
20494,11,12,2019,34.3,25.2,AEROPARQUEAERO,2019-12-11
20495,11,12,2019,29.0,12.8,AZULAERO,2019-12-11
20496,11,12,2019,33.6,15.9,BAHIABLANCAAERO,2019-12-11
20497,11,12,2019,-0.6,-3.0,BASECARLINI(EXJUBANY),2019-12-11
20498,11,12,2019,31.5,10.0,BENITOJUAREZAERO,2019-12-11
20499,11,12,2019,28.5,20.3,BERNARDODEIRIGOYENAERO,2019-12-11
20501,11,12,2019,36.3,24.5,BUENOSAIRESOBSERVATORIO,2019-12-11
20502,11,12,2019,36.5,19.0,CAMPODEMAYOAERO,2019-12-11
20503,11,12,2019,39.8,25.2,CATAMARCAAERO,2019-12-11
20504,11,12,2019,37.2,21.0,CERESAERO,2019-12-11
20505,11,12,2019,41.5,23.0,CHAMICALAERO,2019-12-11
20506,11,12,2019,40.5,22.0,CHEPES,2019-12-11
20509,11,12,2019,23.5,12.2,COMODORORIVADAVIAAERO,2019-12-11
20511,11,12,2019,37.8,20.0,CORDOBAAERO,2019-12-11
20512,11,12,2019,40.1,23.5,CORDOBAOBSERVATORIO,2019-12-11
20514,11,12,2019,31.7,13.1,CORONELSUAREZAERO,2019-12-11
20516,11,12,2019,33.4,14.9,DOLORESAERO,2019-12-11
20518,11,12,2019,36.5,19.5,ELPALOMARAERO,2019-12-11
20521,11,12,2019,37.2,19.7,EZEIZAAERO,2019-12-11
20522,11,12,2019,38.5,21.4,FORMOSAAERO,2019-12-11
20524,11,12,2019,36.7,21.0,GUALEGUAYCHUAERO,2019-12-11
20525,11,12,2019,31.0,21.0,IGUAZUAERO,2019-12-11
20527,11,12,2019,34.6,17.8,JUJUYAERO,2019-12-11
20529,11,12,2019,36.8,19.2,JUNINAERO,2019-12-11
20530,11,12,2019,35.4,17.6,LAPLATAAERO,2019-12-11
20531,11,12,2019,42.0,22.9,LARIOJAAERO,2019-12-11
20532,11,12,2019,39.2,19.1,LABOULAYEAERO,2019-12-11
20534,11,12,2019,37.4,22.2,LASLOMITAS,2019-12-11
20535,11,12,2019,29.0,14.0,MALARGUEAERO,2019-12-11
20536,11,12,2019,37.2,18.9,MARCOSJUAREZAERO,2019-12-11
20538,11,12,2019,35.6,23.6,MENDOZAAERO,2019-12-11
20543,11,12,2019,29.1,18.3,NEUQUENAERO,2019-12-11
20544,11,12,2019,31.8,16.9,NUEVEDEJULIO,2019-12-11
20546,11,12,2019,30.5,17.1,OLAVARRIAAERO,2019-12-11
20547,11,12,2019,36.8,20.4,ORANAERO,2019-12-11
20548,11,12,2019,36.2,21.1,PARANAAERO,2019-12-11
20550,11,12,2019,36.5,20.6,PASODELOSLIBRESAERO,2019-12-11
20551,11,12,2019,28.0,18.0,PEHUAJOAERO,2019-12-11
20552,11,12,2019,31.5,18.0,PIGUEAERO,2019-12-11
20554,11,12,2019,35.7,23.7,POSADASAERO,2019-12-11
20555,11,12,2019,38.0,19.4,PRESIDENCIAROQUESAENZPEÑAAERO,2019-12-11
20557,11,12,2019,34.0,14.0,PUNTAINDIOB.A.,2019-12-11
